,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,reg/NDL_27,NDL,Amendment of the Financial Supervision Act and the Bank Act 1998 for the implementation of Directive (EU) 2024/1619 concerning capital requirements for banks and Directive (EU) 2024/2994 concerning exposures to central counterparties,Capital Requirements Implementation Act 2026,Ministry of Finance,https://www.internetconsultatie.nl/wetkapitaalvereisten2026/document/14049,Europe,Netherlands,"On April 30, the Dutch Ministry of Finance opened a public consultation on the draft Dutch Implementation Act for CRD VI, along with its explanatory notes. The proposal includes new requirements for banks to develop a capital adequacy plan that accounts for financial risks linked to ESG factors over short-, medium-, and long-term horizons. This plan must consider ESG developments across all jurisdictions where the bank operates, both globally and locally, in support of climate neutrality goals. Public consultation is open until 28 May, 2025.",,,,,,,,,,,Mandatory,ESG,Finance: Sustainable finance,,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",30/04/2025,06/12/23,In force / Phased Implementation,,01/01/25,,,"Financial Institutions, Investment Managers, Others",Financial services,,19/05/2025,,,,,,,,
,reg/ARG_37,ARG,CNV Resolution No. 940/2022 - Simplified and Guaranteed Regime for the Issuance of Social Impact Bonds,,National Securities Commission (CNV),https://www.argentina.gob.ar/normativa/nacional/resoluci%C3%B3n-940-2022-370804/texto,South America,Argentina,"Resolution 940/2022 from Argentina’s National Securities Commission (CNV), published on September 2, 2022, establishes a Simplified and Guaranteed Regime for the issuance of Social Impact Bonds. This framework is intended for entities such as corporations, cooperatives, and others under the Negotiable Obligations Law that aim to finance projects with a significant social impact. The bonds must be fully guaranteed and evaluated by an authorized social impact assessment agent. The resolution also sets specific disclosure and documentation requirements, including sworn statements and independent financial audits. The overall goal is to facilitate access to financing for socially beneficial projects, promoting financial inclusion and sustainable development in Argentina.",,,,,,,,,,,Mandatory,S ,Finance: Sustainable finance,,,02/09/2022,03/09/22,In force ,03/09/22,01/01/24,,,"Corporations, Financial Institutions, Others",Financial services,,22/05/2025,,,,,,,,
,reg/ARG_38,ARG,CNV Resolution No. 896/2021 - Guidelines for ESG bond/security issuance,,National Securities Commission (CNV),https://www.boletinoficial.gov.ar/detalleAviso/primera/246755/20210712,South America,Argentina,"The Comisión Nacional de Valores (CNV) of Argentina issued General Resolution 896/2021, amending its regulatory framework to promote sustainable finance within the country's capital markets. This resolution introduces three non-binding Sustainable Guides: (i) a Guide for Socially Responsible Investment in the Argentine Capital Market, (ii) a Guide for Issuing Social, Green, and Sustainable Bonds, and (iii) a Guide for External Evaluators of such bonds. These guides aim to integrate Environmental, Social, and Governance (ESG) factors into investment decisions, aligning with global trends and the United Nations Sustainable Development Goals. The initiative follows a public consultation process under the Participatory Norms Development procedure, incorporating feedback from various market stakeholders to enhance transparency and investor protection in ESG-related financial instruments.",,,,,,,,,,,Mandatory,ESG,Finance: Sustainable finance,,Accountability: Financial and business reporting,08/07/2021,13/07/21,In force,13/07/21,01/01/23,,,"Financial Institutions, Others",Financial services,,22/05/2025,,,,,,,,
,reg/COL_40,COL,Technical Document 02 of 2022 Guide for the Management of Financial Risks Associated with Climate Change for Credit Institutions,,Superintendencia Financiera de Colombia,https://www.superfinanciera.gov.co/loader.php?lServicio=Tools2&lTipo=descargas&lFuncion=descargar&idFile=1058835,South America,Colombia,"The Technical Document 02 of 2022 issued by the Superintendencia Financiera de Colombia (SFC) provides guidance for credit institutions and development banks on managing financial risks associated with climate change. It outlines supervisory expectations and offers a practical framework to identify, assess, and manage climate-related financial risks—both physical and transitional. The document promotes integration of climate risk into governance, strategy, risk management, and disclosure processes, aligning with international standards such as those set by the Task Force on Climate-related Financial Disclosures (TCFD). It aims to support the Colombian financial sector’s resilience and contribution to sustainable development goals.",,,,,,,,,,,Voluntary,E,"Climate change: GHG emissions, Finance: Sustainable finance",,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",28/04/2022,28/12/22,In force ,28/12/22,01/01/24,,,Credit Institutions ,Financial services,,22/05/2025,,,,,,,,
,reg/MEX_32,MEX,Bill for the General Corporate Accountability and Corporate Due Diligence Law,,Mexico Government,https://infosen.senado.gob.mx/sgsp/gaceta/65/3/2024-04-30-1/assets/documentos/3-Acuerdo_MD_Conclusion_Iniciativas_Senadores.pdf,North America,Mexico,"The proposed General Corporations Law Responsibility and Due Diligence bill in Mexico aims to establish a federal framework that mandates companies to proactively identify, prevent, and mitigate adverse impacts associated with their operations, supply chains, and business relationships. This encompasses areas such as labor conditions, anti-corruption efforts, consumer rights protection, and the enforcement of corporate governance and compliance programs. The legislation seeks to align corporate conduct with environmental, social, and governance (ESG) principles, promoting responsible business practices across all sectors. While the bill remains under legislative consideration, its enactment would signify a significant shift towards integrating ESG considerations into the core responsibilities of corporations operating within Mexico. ",,,,,,,,,,,Mandatory,ESG,Suppliers: Supplier environmental impact,"Employment conditions; policies and practices: Compensation and benefits (earnings; wages; pensions; childcare services and benefits and social security), Employment conditions; policies and practices: Employee health & safety, Employment conditions; policies and practices: Diversity, Guidelines; principles; and policies: UNGC principles and OECD guidelines, Human Rights: Discrimination, Human Rights: Human Rights, Social impacts / Value creation: Other services and benefits (e.g. community development programs/projects)","Accountability: Anti-corruption and bribery, Accountability: Audit, Accountability: Financial and business reporting, Accountability: Risk management and internal control, Relations with shareholders: Dialogue with shareholders (i.e. providing sufficient information)",30/04/2024,,Review in Progress,,,,,Corporations,Universal,,27/05/2025,,,,,,,,
,reg/EUR_212,EUR,"Draft Implementing Technical Standards amending Commission Implementing Regulation (EU) 2024/3172, as regards the disclosures on ESG risks, equity exposures and the aggregate exposure to shadow banking entities",ITS amending the 2024/3172 Pillar 3 disclosure rules,European Banking Authority (EBA),https://www.eba.europa.eu/sites/default/files/2025-05/27c5bb7c-148e-4f63-93a4-6bea685977c1/CP%20on%20disclosures%20on%20ESG%20risks%2C%20equity%20exposures%20and%20the%20aggregate%20exposure%20to%20shadow%20banking%20entities.pdf,Europe,European Union,"The European Banking Authority (EBA) launched a public consultation to amend the Pillar 3 disclosure requirements under CRR3, focusing on enhanced and proportionate disclosures for ESG risks, equity exposures, and aggregate exposure to shadow banking entities, while aligning with the EU’s NACE classification. The proposal introduces simplified reporting for small and medium banks, clarifies existing requirements for large listed banks without adding new obligations, and incorporates transitional measures and supervisory flexibility to ease compliance, particularly for ESG-related disclosures like the Green Asset Ratio. The consultation, which includes an updated mapping tool to support institutions, runs until August 22, 2025, with a public hearing scheduled for June 26, 2025. ",,,,,,,,,,,Mandatory,ESG,Finance: Sustainable finance,,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",22/05/2025,,Consultation Closed,,,,,"Financial Institutions, Investment Managers",Financial services,,02/06/2025,,,,,,,,
,reg/IND_56,IND,Clarificatory and Procedural changes to aid and strengthen ESG Rating Providers (ERPs),,Securities and Exchange Board of India (SEBI),https://www.sebi.gov.in/legal/circulars/apr-2025/clarificatory-and-procedural-changes-to-aid-and-strengthen-esg-rating-providers-erps-_93704.html,Asia Pacific,India,"On April 29, 2025, the Securities and Exchange Board of India (SEBI) issued a circular introducing clarificatory and procedural changes aimed at strengthening Environmental, Social, and Governance (ESG) Rating Providers (ERPs). These changes include specific conditions under which ESG ratings can be withdrawn, such as the absence of a Business Responsibility and Sustainability Report or lack of demand for the rating. Additionally, SEBI mandates that ERPs must conduct internal audits and establish governance committees, with a two-year deferment for Category II ERPs. The circular also outlines requirements for ERPs to disclose their rating methodologies and ensure transparency in their operations. These measures are part of SEBI's broader efforts to enhance the credibility and reliability of ESG ratings in India.",It is applicable to ESG Rating Providers (ERPs). ,,,,,,,,,,Mandatory,ESG,,,,29/04/2025,29/04/25,In force ,29/04/25,01/01/26,,,Others,Financial services,,05/05/2025,,,,,,,,
,reg/JPA_71,JPA,Report on Financial Institutions’ Current Status of Scenario Analysis based on TCFD Recommendations and the Related Transition Plans (Scenario Analysis Section),,Financial Services Agency (FSA),https://www.fsa.go.jp/common/about/research/20250428/03.pdf,Asia Pacific,Japan,"The Financial Services Agency (FSA) of Japan commissioned Ernst & Young ShinNihon LLC to assess how Japanese financial institutions—specifically banks, non-life insurers, and life insurers—are implementing scenario analysis in line with the Task Force on Climate-related Financial Disclosures (TCFD) recommendations. The study reveals that banks are proactively conducting scenario analyses for credit risks, encompassing both transition and physical risks, and are beginning to integrate greenhouse gas emissions data into their lending assessments. Non-life insurers focus primarily on acute physical risks, such as natural disasters, in their underwriting and investment activities, while life insurers are increasingly analyzing chronic physical risks, like long-term temperature increases, particularly concerning their investment portfolios. However, the study identifies inconsistencies across sectors in the scope and methodology of scenario analyses, often influenced by each sector's perception of material risks and data availability. The report suggests that as climate-related data becomes more accessible and analytical methods advance, there is potential for financial institutions to broaden their scenario analyses to encompass a wider array of climate-related risks across various business areas. ",,,,,,,,,,,Voluntary,E ,Finance: Sustainable finance,,Accountability: Risk management and internal control,29/04/2025,28/04/25,Review in Progress,28/04/25,01/01/26,,,"Financial Institutions, Others",Financial services,,05/05/2025,,,,,,,,
,reg/GBR_116,GBR,CP10/25 – Enhancing banks’ and insurers’ approaches to managing climate-related risks – Update to SS3/19,,Bank of England,https://www.bankofengland.co.uk/prudential-regulation/publication/2025/april/enhancing-banks-and-insurers-approaches-to-managing-climate-related-risks-consultation-paper,Europe,United Kingdom,"In April 2025, the Bank of England's Prudential Regulation Authority (PRA) released Consultation Paper CP10/25, updating its Supervisory Statement SS3/19 to enhance banks' and insurers' management of climate-related financial risks. The PRA identified significant shortcomings in firms' approaches, including inadequate data on the locations of insured or mortgaged properties, limited scenario analyses, and a general failure to treat climate change as a strategic risk beyond reputational concerns. To address these issues, the PRA has mandated internal climate risk reviews, with a follow-up assessment scheduled in six months. The guidance emphasizes the need for firms to improve their identification, measurement, and management of both physical risks (like flooding) and transition risks associated with the shift to a low-carbon economy. The PRA warns that without addressing these gaps, financial institutions could face losses that undermine their safety and soundness, potentially leading to higher costs and reduced financial access for high-risk properties and carbon-intensive companies . "," This consultation paper (CP) sets out the Prudential Regulatory Authority’s (PRA) proposals on updated supervisory expectations for banks and insurers. The proposals would help banks and insurers manage the effects of climate change on their businesses, and thereby maintain the essential services they provide to the economy.",,,,,,,,,,Mandatory,E ,"Climate change: GHG emissions, Climate change: Adaptation, Finance: Sustainable finance, Energy: Efficiency",,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",30/04/2025,,Consultation Closed,,01/01/27,,,"Financial Institutions, Others",Financial services,,05/05/2025,,,,,,,,
,reg/PAK_6,PAK,Pakistan Climate Change Financing Framework,,State Bank of Pakistan,https://sdgfinance.undp.org/sites/default/files/2024-09/1670_Pakistan_Climate_Change_Financing_Framework_2017_GoP.pdf,Asia Pacific,Pakistan,This document provides an overview of what a Climate Change Financing Framework in Pakistan will look like. It presents a road map of a wide range of reforms that will require sustained efforts and commitment for implementation alongside a short to medium-term plan of action. ,,,,,,,,,,,Voluntary,E,Finance: Sustainable finance,,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",15/10/2017,15/10/17,In force ,15/10/17,01/01/18,,,"Financial Institutions, Others",Financial services,,02/04/2025,,,,,,,,
,reg/IRQ_3,IRQ,Sustainability Principles for Banks,,Central Bank of Iraq,https://data.sbfnetwork.org/sites/default/files/file-17049614896312.pdf,Africa & Middle East,Iraq,"In accordance with Article 22 of the Corporate Governance Guide for Banks prepared by the Central Bank of Iraq, banks are required to prepare an annual report containing financial information on sustainability activities that take environmental and social criteria into account. This report is made public and includes information on the bank's economic, financial, social, and environmental performance in implementing sustainable businesses. Article 23 of the Governance Guide emphasizes the need for disclosure and transparency regarding the bank's sustainability policy and its actions.nnSustainability reports are also an organizational tool for setting goals, monitoring performance, and evaluating to make the bank's operations more sustainable and efficient, especially given the rapid dynamics of economic, social, and environmental changes. The sustainability report measures an aspect of self-accounting for organizational performance related to economic, social, and environmental aspects. This guide is divided into four main sections. The first section includes definitions, terms, and abbreviations. The second section covers the scope of application. The third section covers sustainable financing activities. The fourth section contains the environmental, social, and governance standards report. The fifth and final section covers the strategic plan for environmental, social, and governance principlesnn",,,,,,,,,,,Voluntary,ESG,Finance: Sustainable finance,,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",11/08/2021,01/01/18,In force ,10/07/05,01/01/19,,,Others,Financial services,,02/04/2025,,,,,,,,
,reg/HND_31,HND,Standard for Management of Environmental and Social Risk Applicable to Institutions of Financial Systems,,National Commission of Banks and Insurance (CNBS),https://circulares.cnbs.gob.hn/Archivo/Viewer/109/028-2020.pdf,South America,Honduras,"The purpose of this Standard is to establish the provisions that must be observed by the institutions of the financial system for the management of environmental and social risk of credits granted, depending on the activity of the client or the destination of the financing, considering the size, complexity or environmental and social impacts significant adverse events, performance and context of the investment projects financed. The institutions subject to this regulation do not assume functions or responsibilities of the State entities in charge of granting permits or licenses, in environmental or social matters, they will not be responsible for possible breaches their clients' legalities with the State. However, it will be the obligation of the institution in its due diligence process, verify that the investment project being financing the client, comply at all times with the permits, licenses and other legal requirements established by the State through the central government or the municipalities. ",It is applicable to Public banks; Private banks; Financial Companies.,,,,,,,,,,Mandatory,ESG,"Biodiversity and ecosystem services: Biodiversity, Biodiversity and ecosystem services: Ecosystem services, Climate change: Adaptation, Emissions/ Pollution: Fossil Fuels, Finance: Sustainable finance, Energy: Efficiency, Land use: Conservation, Land use: Degradation, Land use: Restoration, Waste: Hazardous Substances, Resources: Resource Efficiency, Waste: Waste reuse/ recycling, Water: Treatment and discharge, Water: Water management, Water: Water quality","Human Rights: Policies and Procedures, Human Rights: Land, Social impacts / Value creation: Other services and benefits (e.g. community development programs/projects), Social impacts / Value creation: Health and wellbeing (e.g. access to water; sanitation and hygiene; sexual and reproductive health-care services etc.), Social impacts / Value creation: Engagement and consultation","Leadership: Accountability, Accountability: Financial and business reporting, Relations with shareholders: Dialogue with shareholders (i.e. providing sufficient information)",03/08/2020,15/04/21,In force ,24/07/20,01/01/24,,,"Financial Institutions, Others",Financial services,,01/04/2025,,,,,,,,
,reg/PER_23,PER,Role of Enhanced Due Diligence in Regulation of Socio-environmental Risk Management for Financial Firms,,"Superintendencia de Banca, Seguros y AFP (SBS PerÃº)",https://data.sbfnetwork.org/sites/default/files/1820_Peru_Role_of_enhanced_due_diligence_in_reg_of_socioenviro_risk_mgmt_for_financial_firms_2015_SBS.pdf,South America,Peru,"In 2015, Peru's Superintendency of Banks, Insurance, and Private Pension Fund Administrators (SBS) released a document titled ""The Role of Enhanced Due Diligence in the Regulation of Socio-environmental Risk Management for Financial Firms."" This publication outlines the SBS's regulatory approach to managing socio-environmental risks within the financial sector. It details the unique characteristics of these risks, critiques traditional management methods, and advocates for enhanced due diligence practices. The document provides comprehensive guidance on implementing effective socio-environmental risk management strategies, aiming to strengthen the resilience and responsibility of financial institutions in Peru.",,,,,,,,,,,Mandatory,ESG,"Climate change: Adaptation, Biodiversity and ecosystem services: Biodiversity, Waste: Waste reuse/ recycling, Water: Water reuse/ recycling, Water: Water quality, Water: Water management","Human Rights: Human Rights, Human Rights: Policies and Procedures, Guidelines; principles; and policies: UNGC principles and OECD guidelines, Social impacts / Value creation: Health and wellbeing (e.g. access to water; sanitation and hygiene; sexual and reproductive health-care services etc.), Social impacts / Value creation: Other services and benefits (e.g. community development programs/projects), Suppliers: Suppliers screening; policies and processes","Accountability: Financial and business reporting, Accountability: Risk management and internal control",01/01/2015,01/01/15,In force ,07/07/05,01/01/16,,,Financial Institutions,Financial services,,28/03/2025,,,,,,,,
,reg/BGD_32,BGD,Establishment of Sustainable Finance Division in Banks and Financial Institutions,,Bangladesh Bank,https://data.sbfnetwork.org/sites/default/files/dec042016sfd02.pdf,Asia Pacific,Bangladesh,"In 2008, Bangladesh Bank issued the Corporate Social Responsibility (CSR) policy (DOS Circular No: 01 dated June 01, 2008) to banks and financial institutions in order to include sustainability in the mainstream of the financial sector, which was the first step in this regard. Following that, the policy directs banks and financial institutions to set up independent green banking unitscells to formulate, evaluate and manage their environment-friendly banking activities. ",,,,,,,,,,,Mandatory,ESG,,,,01/12/2016,01/12/20,In force ,01/12/20,01/01/21,,,"Financial Institutions, Others",Financial services,,28/03/2025,,,,,,,,
,reg/BGD_28,BGD,Sustainability Rating of Banks and Financial Institutions,,Bangladesh Bank,https://data.sbfnetwork.org/sites/default/files/oct222023sfd04new.pdf,Asia Pacific,Bangladesh,"The document titled ""Sustainability Rating of Banks and Financial Institutions"" outlines a framework for assessing the sustainability performance of banks and financial institutions. It emphasizes the importance of integrating environmental, social, and governance (ESG) factors into financial operations to promote sustainable development. The rating methodology considers various criteria, including environmental impact, social responsibility, and governance practices, to provide a comprehensive evaluation of an institution's commitment to sustainability. The goal is to encourage financial entities to adopt more sustainable practices and enhance transparency in their operations.",,,,,,,,,,,Voluntary,ESG,Finance: Sustainable finance,,"Accountability: Financial and business reporting, Accountability: Risk management and internal control",22/10/2023,01/01/20,In force ,12/07/05,01/01/21,,,Financial Institutions,Financial services,,28/03/2025,,,,,,,,
